Class,File,Duration (s),Sample Rate,Channels
Burping,D3_Burping_0190.wav,1.41,16000,1
Burping,D3_Burping_0191.wav,3.87,16000,1
Burping,D3_Burping_0192.wav,1.29,16000,1
Burping,D3_Burping_0193.wav,3.99,16000,1
Burping,D3_Burping_0194.wav,3.09,16000,1
Burping,D3_Burping_0195.wav,6.9,16000,1
Burping,D3_Burping_0196.wav,3.99,16000,1
Burping,D3_Burping_0197.wav,3.99,16000,1
Burping,D3_Burping_0198.wav,3.09,16000,1
Burping,D3_Burping_0199.wav,3.99,16000,1
Burping,D3_Burping_0200.wav,3.99,16000,1
Burping,D3_Burping_0201.wav,3.12,16000,1
Burping,D3_Burping_0202.wav,3.3,16000,1
Burping,D3_Burping_0203.wav,6.51,16000,1
Burping,D3_Burping_0204.wav,3.99,16000,1
Burping,D3_Burping_0205.wav,4.98,16000,1
Burping,D3_Burping_0206.wav,6.6,16000,1
Burping,D3_Burping_0207.wav,3.99,16000,1
Burping,D3_Burping_0208.wav,6.21,16000,1
Burping,D3_Burping_0209.wav,3.99,16000,1
Burping,D3_Burping_0210.wav,3.99,16000,1
Burping,D3_Burping_0211.wav,6.93,16000,1
Burping,D3_Burping_0212.wav,3.21,16000,1
Burping,D3_Burping_0213.wav,1.29,16000,1
Burping,D3_Burping_0214.wav,3.57,16000,1
Burping,D3_Burping_0215.wav,3.99,16000,1
Burping,D3_Burping_0216.wav,3.99,16000,1
Burping,D3_Burping_0217.wav,3.99,16000,1
Burping,D3_Burping_0218.wav,3.99,16000,1
Burping,D3_Burping_0219.wav,6.84,16000,1
Burping,D3_Burping_0220.wav,3.99,16000,1
Burping,D3_Burping_0221.wav,6.72,16000,1
Burping,D3_Burping_0222.wav,6.63,16000,1
Burping,D3_Burping_0223.wav,3.99,16000,1
Burping,D3_Burping_0224.wav,2.61,16000,1
Burping,D3_Burping_0225.wav,4.98,16000,1
Burping,D3_Burping_0226.wav,6.45,16000,1
Burping,D3_Burping_0227.wav,3.99,16000,1
Burping,D3_Burping_0228.wav,4.98,16000,1
Burping,D3_Burping_0229.wav,3.48,16000,1
Burping,D3_Burping_0230.wav,3.99,16000,1
Burping,D3_Burping_0231.wav,3.3,16000,1
Burping,D3_Burping_0232.wav,3.99,16000,1
Burping,D3_Burping_0233.wav,3.39,16000,1
Burping,D3_Burping_0234.wav,3.99,16000,1
Burping,D3_Burping_0235.wav,3.99,16000,1
Burping,D3_Burping_0236.wav,3.99,16000,1
Burping,D3_Burping_0237.wav,6.81,16000,1
Burping,D3_Burping_0238.wav,6.15,16000,1
Burping,D3_Burping_0239.wav,3.87,16000,1
Burping,D3_Burping_0240.wav,3.0,16000,1
Burping,D3_Burping_0241.wav,2.94,16000,1
Burping,D3_Burping_0242.wav,3.99,16000,1
Burping,D3_Burping_0243.wav,4.98,16000,1
Burping,D3_Burping_0244.wav,6.24,16000,1
Burping,D3_Burping_0245.wav,3.99,16000,1
Burping,D3_Burping_0246.wav,3.06,16000,1
Burping,D3_Burping_0247.wav,3.99,16000,1
Burping,D3_Burping_0248.wav,3.78,16000,1
Burping,D3_Burping_0249.wav,4.98,16000,1
Burping,D3_Burping_0250.wav,3.99,16000,1
Burping,D3_Burping_0251.wav,1.2,16000,1
Burping,D3_Burping_0252.wav,3.99,16000,1
Burping,D3_Burping_0253.wav,6.84,16000,1
Burping,D3_Burping_0254.wav,4.98,16000,1
Burping,D3_Burping_0255.wav,3.99,16000,1
Burping,D3_Burping_0256.wav,3.21,16000,1
Burping,D3_Burping_0257.wav,6.84,16000,1
Burping,D3_Burping_0258.wav,3.99,16000,1
Burping,D3_Burping_0259.wav,6.66,16000,1
Burping,D3_Burping_0260.wav,3.99,16000,1
Burping,D3_Burping_0261.wav,6.75,16000,1
Burping,D3_Burping_0262.wav,4.98,16000,1
Burping,D3_Burping_0263.wav,6.45,16000,1
Burping,D3_Burping_0264.wav,3.27,16000,1
Burping,D3_Burping_0265.wav,3.99,16000,1
Burping,D3_Burping_0266.wav,3.99,16000,1
Burping,D3_Burping_0267.wav,3.66,16000,1
Burping,D3_Burping_0268.wav,6.78,16000,1
Burping,D3_Burping_0269.wav,2.94,16000,1
Burping,D3_Burping_0270.wav,3.99,16000,1
Burping,D3_Burping_0271.wav,3.99,16000,1
Burping,D3_Burping_0272.wav,3.99,16000,1
Burping,D3_Burping_0273.wav,3.42,16000,1
Burping,D3_Burping_0274.wav,3.99,16000,1
Burping,D3_Burping_0275.wav,3.99,16000,1
Burping,D3_Burping_0276.wav,1.29,16000,1
Burping,D3_Burping_0277.wav,6.93,16000,1
Burping,D3_Burping_0278.wav,3.99,16000,1
Burping,D3_Burping_0279.wav,3.99,16000,1
Burping,D3_Burping_0280.wav,3.99,16000,1
Burping,D3_Burping_0281.wav,1.32,16000,1
Burping,D3_Burping_0282.wav,3.99,16000,1
Burping,D3_Burping_0283.wav,3.0,16000,1
Burping,D3_Burping_0284.wav,3.99,16000,1
Burping,D3_Burping_0285.wav,3.99,16000,1
Burping,D3_Burping_0286.wav,1.32,16000,1
Burping,D3_Burping_0287.wav,6.93,16000,1
Burping,D3_Burping_0288.wav,3.99,16000,1
Burping,D3_Burping_0289.wav,1.38,16000,1
Burping,D3_Burping_0290.wav,3.18,16000,1
Burping,D3_Burping_0291.wav,6.9,16000,1
Burping,D3_Burping_0292.wav,6.84,16000,1
Burping,D3_Burping_0293.wav,3.99,16000,1
Burping,D3_Burping_0294.wav,3.06,16000,1
Burping,D3_Burping_0295.wav,3.12,16000,1
Burping,D3_Burping_0296.wav,3.99,16000,1
Burping,D3_Burping_0297.wav,3.99,16000,1
Burping,D3_Burping_0298.wav,3.99,16000,1
Burping,D3_Burping_0299.wav,4.98,16000,1
Burping,D3_Burping_0300.wav,4.98,16000,1
Burping,D3_Burping_0301.wav,4.98,16000,1
Burping,D3_Burping_0302.wav,3.99,16000,1
Burping,D3_Burping_0303.wav,3.99,16000,1
Burping,D3_Burping_0304.wav,3.99,16000,1
Burping,D3_Burping_0305.wav,3.06,16000,1
Burping,D3_Burping_0306.wav,1.74,16000,1
Burping,D3_Burping_0307.wav,1.29,16000,1
Burping,D3_Burping_0308.wav,3.99,16000,1
Burping,D3_Burping_0309.wav,3.99,16000,1
Burping,D3_Burping_0310.wav,4.98,16000,1
Burping,D3_Burping_0311.wav,6.78,16000,1
Burping,D3_Burping_0312.wav,1.44,16000,1
Burping,D3_Burping_0313.wav,3.24,16000,1
Burping,D3_Burping_0314.wav,3.99,16000,1
Burping,D3_Burping_0315.wav,3.06,16000,1
Burping,D3_Burping_0316.wav,3.24,16000,1
Burping,D3_Burping_0317.wav,3.03,16000,1
Burping,D3_Burping_0318.wav,3.63,16000,1
Burping,D3_Burping_0319.wav,3.54,16000,1
Burping,D3_Burping_0320.wav,3.99,16000,1
Burping,D3_Burping_0321.wav,3.99,16000,1
Burping,D3_Burping_0322.wav,3.99,16000,1
Burping,D3_Burping_0323.wav,3.99,16000,1
Burping,D3_Burping_0324.wav,2.82,16000,1
Burping,D3_Burping_0325.wav,3.99,16000,1
Burping,D3_Burping_0326.wav,3.15,16000,1
Burping,D3_Burping_0327.wav,6.6,16000,1
Burping,D3_Burping_0328.wav,6.78,16000,1
Burping,D3_Burping_0329.wav,6.63,16000,1
Burping,D3_Burping_0330.wav,3.99,16000,1
Burping,D3_Burping_0331.wav,3.99,16000,1
Burping,D3_Burping_0332.wav,3.99,16000,1
Burping,D3_Burping_0333.wav,3.99,16000,1
Burping,D3_Burping_0334.wav,1.41,16000,1
Burping,D3_Burping_0335.wav,6.78,16000,1
Burping,D3_Burping_0336.wav,1.41,16000,1
Burping,D3_Burping_0337.wav,4.98,16000,1
Burping,D3_Burping_0338.wav,3.99,16000,1
Burping,D3_Burping_0339.wav,1.41,16000,1
Burping,D3_Burping_0340.wav,3.99,16000,1
Burping,D3_Burping_0341.wav,3.87,16000,1
Burping,D3_Burping_0342.wav,3.06,16000,1
Burping,D3_Burping_0343.wav,3.18,16000,1
Burping,D3_Burping_0344.wav,3.99,16000,1
Burping,D3_Burping_0345.wav,4.98,16000,1
Burping,D3_Burping_0346.wav,3.9,16000,1
Burping,D3_Burping_0347.wav,4.98,16000,1
Burping,D3_Burping_0348.wav,3.99,16000,1
Burping,D3_Burping_0349.wav,3.36,16000,1
Burping,D3_Burping_0350.wav,3.99,16000,1
Burping,D3_Burping_0351.wav,4.98,16000,1
Burping,D3_Burping_0352.wav,4.98,16000,1
Burping,D3_Burping_0353.wav,3.87,16000,1
Burping,D3_Burping_0354.wav,3.99,16000,1
Burping,D3_Burping_0355.wav,3.99,16000,1
Burping,D3_Burping_0356.wav,6.78,16000,1
Burping,D3_Burping_0357.wav,3.99,16000,1
Burping,D3_Burping_0358.wav,3.99,16000,1
Burping,D3_Burping_0359.wav,1.32,16000,1
Burping,D3_Burping_0360.wav,4.98,16000,1
Burping,D3_Burping_0361.wav,3.99,16000,1
Burping,D3_Burping_0362.wav,3.99,16000,1
Burping,D3_Burping_0363.wav,1.44,16000,1
Burping,D3_Burping_0364.wav,3.18,16000,1
Burping,D3_Burping_0365.wav,3.18,16000,1
Burping,D3_Burping_0366.wav,1.44,16000,1
Burping,D3_Burping_0367.wav,3.99,16000,1
Burping,D3_Burping_0368.wav,3.99,16000,1
Burping,D3_Burping_0369.wav,4.98,16000,1
Burping,D3_Burping_0370.wav,3.99,16000,1
Burping,D3_Burping_0371.wav,3.99,16000,1
Burping,D3_Burping_0372.wav,3.36,16000,1
Burping,D3_Burping_0373.wav,4.98,16000,1
Burping,D3_Burping_0374.wav,5.79,16000,1
Burping,D3_Burping_0375.wav,4.98,16000,1
Burping,D3_Burping_0376.wav,2.94,16000,1
Burping,D3_Burping_0377.wav,6.9,16000,1
Burping,D3_Burping_0378.wav,3.99,16000,1
Burping,D3_Burping_0379.wav,3.99,16000,1
Burping,D3_Burping_0380.wav,3.99,16000,1
Burping,D3_Burping_0381.wav,6.36,16000,1
Burping,D3_Burping_0382.wav,6.9,16000,1
Burping,D3_Burping_0383.wav,3.51,16000,1
Burping,D3_Burping_0384.wav,3.99,16000,1
Burping,D3_Burping_0385.wav,3.78,16000,1
Burping,D3_Burping_0386.wav,3.99,16000,1
Burping,D3_Burping_0387.wav,1.32,16000,1
Burping,D3_Burping_0388.wav,3.39,16000,1
Burping,D3_Burping_0389.wav,3.99,16000,1
Burping,D3_Burping_0390.wav,3.99,16000,1
Burping,D3_Burping_0391.wav,3.99,16000,1
Burping,D3_Burping_0392.wav,3.99,16000,1
Burping,D3_Burping_0393.wav,3.99,16000,1
Burping,D3_Burping_0394.wav,3.39,16000,1
Burping,D3_Burping_0395.wav,3.99,16000,1
Burping,D3_Burping_0396.wav,1.41,16000,1
Burping,D3_Burping_0397.wav,3.99,16000,1
Burping,D3_Burping_0398.wav,6.99,16000,1
Burping,D3_Burping_0399.wav,6.99,16000,1
Burping,D3_Burping_0400.wav,3.99,16000,1
Burping,D3_Burping_0401.wav,3.99,16000,1
Burping,D3_Burping_0402.wav,3.87,16000,1
Burping,D3_Burping_0403.wav,3.99,16000,1
Burping,D3_Burping_0404.wav,3.99,16000,1
Burping,D3_Burping_0405.wav,3.48,16000,1
Burping,D3_Burping_0406.wav,3.99,16000,1
Burping,D3_Burping_0407.wav,3.99,16000,1
Burping,D3_Burping_0408.wav,3.99,16000,1
Burping,D3_Burping_0409.wav,3.27,16000,1
Burping,D3_Burping_0410.wav,3.51,16000,1
Burping,D3_Burping_0411.wav,4.98,16000,1
Burping,D3_Burping_0412.wav,4.98,16000,1
Burping,D3_Burping_0413.wav,3.99,16000,1
Burping,D3_Burping_0414.wav,3.99,16000,1
Burping,D3_Burping_0415.wav,1.41,16000,1
Burping,D3_Burping_0416.wav,6.24,16000,1
Burping,D3_Burping_0417.wav,3.99,16000,1
Burping,D3_Burping_0418.wav,1.41,16000,1
Burping,D3_Burping_0419.wav,4.98,16000,1
Burping,D3_Burping_0420.wav,3.99,16000,1
Burping,D3_Burping_0421.wav,2.97,16000,1
Discomfort,D1_Discomfort_0001.wav,7.0,16000,1
Discomfort,D1_Discomfort_0002.wav,7.0,16000,1
Discomfort,D1_Discomfort_0003.wav,6.92,16000,1
Discomfort,D1_Discomfort_0004.wav,6.84,16000,1
Discomfort,D1_Discomfort_0005.wav,6.86,16000,1
Discomfort,D1_Discomfort_0006.wav,7.06,16000,1
Discomfort,D1_Discomfort_0007.wav,7.06,16000,1
Discomfort,D1_Discomfort_0008.wav,7.06,16000,1
Discomfort,D1_Discomfort_0009.wav,7.0,16000,1
Discomfort,D1_Discomfort_0010.wav,7.0,16000,1
Discomfort,D1_Discomfort_0011.wav,7.0,16000,1
Discomfort,D1_Discomfort_0012.wav,7.0,16000,1
Discomfort,D1_Discomfort_0013.wav,6.66,16000,1
Discomfort,D1_Discomfort_0014.wav,7.06,16000,1
Discomfort,D1_Discomfort_0015.wav,7.06,16000,1
Discomfort,D1_Discomfort_0016.wav,7.06,16000,1
Discomfort,D1_Discomfort_0017.wav,7.06,16000,1
Discomfort,D1_Discomfort_0018.wav,7.06,16000,1
Discomfort,D1_Discomfort_0019.wav,7.06,16000,1
Discomfort,D1_Discomfort_0020.wav,7.06,16000,1
Discomfort,D1_Discomfort_0021.wav,7.04,16000,1
Discomfort,D1_Discomfort_0022.wav,7.06,16000,1
Discomfort,D1_Discomfort_0023.wav,7.06,16000,1
Discomfort,D1_Discomfort_0024.wav,7.06,16000,1
Discomfort,D1_Discomfort_0025.wav,6.94,16000,1
Discomfort,D1_Discomfort_0026.wav,6.9,16000,1
Discomfort,D1_Discomfort_0027.wav,7.0,16000,1
Discomfort,D1_Discomfort_0028.wav,7.0,16000,1
Discomfort,D1_Discomfort_0029.wav,7.0,16000,1
Discomfort,D1_Discomfort_0030.wav,7.0,16000,1
Discomfort,D1_Discomfort_0031.wav,6.78,16000,1
Discomfort,D1_Discomfort_0032.wav,6.78,16000,1
Discomfort,D1_Discomfort_0033.wav,6.78,16000,1
Discomfort,D1_Discomfort_0034.wav,6.78,16000,1
Discomfort,D1_Discomfort_0035.wav,6.78,16000,1
Discomfort,D1_Discomfort_0036.wav,6.78,16000,1
Discomfort,D1_Discomfort_0037.wav,7.0,16000,1
Discomfort,D1_Discomfort_0038.wav,7.0,16000,1
Discomfort,D1_Discomfort_0039.wav,7.0,16000,1
Discomfort,D1_Discomfort_0040.wav,7.0,16000,1
Discomfort,D1_Discomfort_0041.wav,6.9,16000,1
Discomfort,D1_Discomfort_0042.wav,6.92,16000,1
Discomfort,D1_Discomfort_0043.wav,7.0,16000,1
Discomfort,D1_Discomfort_0044.wav,7.0,16000,1
Discomfort,D1_Discomfort_0045.wav,6.86,16000,1
Discomfort,D1_Discomfort_0046.wav,6.88,16000,1
Discomfort,D1_Discomfort_0047.wav,6.86,16000,1
Discomfort,D1_Discomfort_0048.wav,6.86,16000,1
Discomfort,D1_Discomfort_0049.wav,6.86,16000,1
Discomfort,D1_Discomfort_0051.wav,7.0,16000,1
Discomfort,D1_Discomfort_0052.wav,7.0,16000,1
Discomfort,D1_Discomfort_0053.wav,7.0,16000,1
Discomfort,D1_Discomfort_0054.wav,7.0,16000,1
Discomfort,D1_Discomfort_0055.wav,7.0,16000,1
Discomfort,D1_Discomfort_0056.wav,7.0,16000,1
Discomfort,D1_Discomfort_0057.wav,7.0,16000,1
Discomfort,D1_Discomfort_0059.wav,6.68,16000,1
Discomfort,D1_Discomfort_0060.wav,6.96,16000,1
Discomfort,D1_Discomfort_0061.wav,6.62,16000,1
Discomfort,D1_Discomfort_0062.wav,6.92,16000,1
Discomfort,D1_Discomfort_0063.wav,6.92,16000,1
Discomfort,D1_Discomfort_0064.wav,6.86,16000,1
Discomfort,D1_Discomfort_0065.wav,6.92,16000,1
Discomfort,D1_Discomfort_0066.wav,7.0,16000,1
Discomfort,D1_Discomfort_0067.wav,7.0,16000,1
Discomfort,D1_Discomfort_0076.wav,6.66,16000,1
Discomfort,D1_Discomfort_0077.wav,6.62,16000,1
Discomfort,D1_Discomfort_0078.wav,6.66,16000,1
Discomfort,D1_Discomfort_0079.wav,6.68,16000,1
Discomfort,D1_Discomfort_0080.wav,6.86,16000,1
Discomfort,D1_Discomfort_0081.wav,6.88,16000,1
Discomfort,D1_Discomfort_0082.wav,7.0,16000,1
Discomfort,D1_Discomfort_0083.wav,7.0,16000,1
Discomfort,D1_Discomfort_0084.wav,7.0,16000,1
Discomfort,D1_Discomfort_0085.wav,7.0,16000,1
Discomfort,D1_Discomfort_0086.wav,6.72,16000,1
Discomfort,D1_Discomfort_0087.wav,6.72,16000,1
Discomfort,D1_Discomfort_0089.wav,6.62,16000,1
Discomfort,D1_Discomfort_0090.wav,6.96,16000,1
Discomfort,D1_Discomfort_0091.wav,6.94,16000,1
Discomfort,D1_Discomfort_0092.wav,6.94,16000,1
Discomfort,D1_Discomfort_0093.wav,6.94,16000,1
Discomfort,D1_Discomfort_0094.wav,6.96,16000,1
Discomfort,D1_Discomfort_0095.wav,6.86,16000,1
Discomfort,D1_Discomfort_0096.wav,7.0,16000,1
Discomfort,D1_Discomfort_0097.wav,6.94,16000,1
Discomfort,D1_Discomfort_0098.wav,6.92,16000,1
Discomfort,D1_Discomfort_0099.wav,6.88,16000,1
Discomfort,D1_Discomfort_0100.wav,7.0,16000,1
Discomfort,D1_Discomfort_0101.wav,7.0,16000,1
Discomfort,D1_Discomfort_0102.wav,7.0,16000,1
Discomfort,D1_Discomfort_0103.wav,7.0,16000,1
Discomfort,D1_Discomfort_0104.wav,7.0,16000,1
Discomfort,D1_Discomfort_0105.wav,6.82,16000,1
Discomfort,D1_Discomfort_0106.wav,6.64,16000,1
Discomfort,D1_Discomfort_0107.wav,7.0,16000,1
Discomfort,D1_Discomfort_0108.wav,7.0,16000,1
Discomfort,D1_Discomfort_0110.wav,7.0,16000,1
Discomfort,D1_Discomfort_0111.wav,7.0,16000,1
Discomfort,D1_Discomfort_0112.wav,7.0,16000,1
Discomfort,D1_Discomfort_0113.wav,7.0,16000,1
Discomfort,D1_Discomfort_0114.wav,7.0,16000,1
Discomfort,D1_Discomfort_0115.wav,7.0,16000,1
Discomfort,D1_Discomfort_0121.wav,6.9,16000,1
Discomfort,D1_Discomfort_0122.wav,6.96,16000,1
Discomfort,D1_Discomfort_0123.wav,6.9,16000,1
Discomfort,D1_Discomfort_0124.wav,6.9,16000,1
Discomfort,D1_Discomfort_0125.wav,6.9,16000,1
Discomfort,D1_Discomfort_0126.wav,6.9,16000,1
Discomfort,D1_Discomfort_0127.wav,6.9,16000,1
Discomfort,D2_Discomfort_0136.wav,6.66,16000,1
Discomfort,D2_Discomfort_0137.wav,6.68,16000,1
Discomfort,D2_Discomfort_0138.wav,6.9,16000,1
Discomfort,D2_Discomfort_0139.wav,6.96,16000,1
Discomfort,D2_Discomfort_0140.wav,6.96,16000,1
Discomfort,D2_Discomfort_0141.wav,6.9,16000,1
Discomfort,D2_Discomfort_0142.wav,6.9,16000,1
Discomfort,D2_Discomfort_0143.wav,6.82,16000,1
Discomfort,D2_Discomfort_0144.wav,6.84,16000,1
Discomfort,D2_Discomfort_0145.wav,6.94,16000,1
Discomfort,D2_Discomfort_0146.wav,6.96,16000,1
Discomfort,D2_Discomfort_0147.wav,7.06,16000,1
Hungry,D1_Hungry_0001.wav,6.94,16000,1
Hungry,D1_Hungry_0002.wav,6.9,16000,1
Hungry,D1_Hungry_0003.wav,6.96,16000,1
Hungry,D1_Hungry_0004.wav,6.98,16000,1
Hungry,D1_Hungry_0005.wav,7.0,16000,1
Hungry,D1_Hungry_0006.wav,6.9,16000,1
Hungry,D1_Hungry_0007.wav,6.96,16000,1
Hungry,D1_Hungry_0008.wav,7.0,16000,1
Hungry,D1_Hungry_0009.wav,7.0,16000,1
Hungry,D1_Hungry_0010.wav,7.0,16000,1
Hungry,D1_Hungry_0011.wav,7.0,16000,1
Hungry,D1_Hungry_0012.wav,7.0,16000,1
Hungry,D1_Hungry_0013.wav,7.0,16000,1
Hungry,D1_Hungry_0014.wav,6.84,16000,1
Hungry,D1_Hungry_0015.wav,6.94,16000,1
Hungry,D1_Hungry_0016.wav,6.96,16000,1
Hungry,D1_Hungry_0017.wav,7.0,16000,1
Hungry,D1_Hungry_0018.wav,6.96,16000,1
Hungry,D1_Hungry_0019.wav,7.0,16000,1
Hungry,D1_Hungry_0020.wav,6.96,16000,1
Hungry,D1_Hungry_0021.wav,7.0,16000,1
Hungry,D1_Hungry_0022.wav,7.0,16000,1
Hungry,D1_Hungry_0023.wav,7.0,16000,1
Hungry,D1_Hungry_0024.wav,7.0,16000,1
Hungry,D1_Hungry_0025.wav,7.0,16000,1
Hungry,D1_Hungry_0026.wav,7.0,16000,1
Hungry,D1_Hungry_0027.wav,6.86,16000,1
Hungry,D1_Hungry_0028.wav,6.86,16000,1
Hungry,D1_Hungry_0029.wav,6.86,16000,1
Hungry,D1_Hungry_0030.wav,7.0,16000,1
Hungry,D1_Hungry_0031.wav,6.78,16000,1
Hungry,D1_Hungry_0032.wav,6.92,16000,1
Hungry,D1_Hungry_0033.wav,6.92,16000,1
Hungry,D1_Hungry_0034.wav,6.88,16000,1
Hungry,D1_Hungry_0035.wav,6.86,16000,1
Hungry,D1_Hungry_0036.wav,6.66,16000,1
Hungry,D1_Hungry_0037.wav,6.9,16000,1
Hungry,D1_Hungry_0038.wav,6.9,16000,1
Hungry,D1_Hungry_0039.wav,6.86,16000,1
Hungry,D1_Hungry_0040.wav,6.72,16000,1
Hungry,D1_Hungry_0041.wav,7.0,16000,1
Hungry,D1_Hungry_0042.wav,7.04,16000,1
Hungry,D1_Hungry_0043.wav,7.06,16000,1
Hungry,D1_Hungry_0044.wav,6.86,16000,1
Hungry,D1_Hungry_0045.wav,6.88,16000,1
Hungry,D1_Hungry_0046.wav,6.96,16000,1
Hungry,D1_Hungry_0047.wav,7.0,16000,1
Hungry,D1_Hungry_0048.wav,7.0,16000,1
Hungry,D1_Hungry_0049.wav,7.0,16000,1
Hungry,D1_Hungry_0050.wav,6.88,16000,1
Hungry,D1_Hungry_0051.wav,6.92,16000,1
Hungry,D1_Hungry_0052.wav,6.86,16000,1
Hungry,D1_Hungry_0053.wav,6.86,16000,1
Hungry,D1_Hungry_0054.wav,6.98,16000,1
Hungry,D1_Hungry_0055.wav,6.92,16000,1
Hungry,D1_Hungry_0056.wav,6.96,16000,1
Hungry,D1_Hungry_0057.wav,6.94,16000,1
Hungry,D1_Hungry_0058.wav,6.72,16000,1
Hungry,D1_Hungry_0059.wav,6.68,16000,1
Hungry,D1_Hungry_0060.wav,6.66,16000,1
Hungry,D1_Hungry_0061.wav,7.0,16000,1
Hungry,D1_Hungry_0062.wav,7.0,16000,1
Hungry,D1_Hungry_0063.wav,6.74,16000,1
Hungry,D1_Hungry_0064.wav,6.76,16000,1
Hungry,D1_Hungry_0065.wav,6.74,16000,1
Hungry,D1_Hungry_0066.wav,6.74,16000,1
Hungry,D1_Hungry_0067.wav,6.76,16000,1
Hungry,D1_Hungry_0068.wav,6.94,16000,1
Hungry,D1_Hungry_0069.wav,6.78,16000,1
Hungry,D1_Hungry_0070.wav,6.9,16000,1
Hungry,D1_Hungry_0071.wav,7.0,16000,1
Hungry,D1_Hungry_0072.wav,6.96,16000,1
Hungry,D1_Hungry_0073.wav,6.9,16000,1
Hungry,D1_Hungry_0074.wav,7.0,16000,1
Hungry,D1_Hungry_0075.wav,7.0,16000,1
Hungry,D1_Hungry_0076.wav,6.86,16000,1
Hungry,D1_Hungry_0077.wav,7.0,16000,1
Hungry,D1_Hungry_0078.wav,7.0,16000,1
Hungry,D1_Hungry_0079.wav,6.86,16000,1
Hungry,D1_Hungry_0080.wav,6.92,16000,1
Hungry,D1_Hungry_0081.wav,6.92,16000,1
Hungry,D1_Hungry_0082.wav,6.92,16000,1
Hungry,D1_Hungry_0083.wav,6.92,16000,1
Hungry,D1_Hungry_0087.wav,7.0,16000,1
Hungry,D1_Hungry_0092.wav,7.0,16000,1
Hungry,D1_Hungry_0093.wav,7.0,16000,1
Hungry,D1_Hungry_0174.wav,7.0,16000,1
Hungry,D1_Hungry_0175.wav,6.9,16000,1
Hungry,D1_Hungry_0176.wav,6.96,16000,1
Hungry,D1_Hungry_0177.wav,6.94,16000,1
Hungry,D1_Hungry_0178.wav,7.0,16000,1
Hungry,D1_Hungry_0179.wav,7.0,16000,1
Hungry,D1_Hungry_0180.wav,7.0,16000,1
Hungry,D1_Hungry_0181.wav,7.0,16000,1
Hungry,D1_Hungry_0182.wav,7.0,16000,1
Hungry,D1_Hungry_0183.wav,6.68,16000,1
Hungry,D1_Hungry_0184.wav,6.68,16000,1
Hungry,D1_Hungry_0185.wav,7.0,16000,1
Hungry,D1_Hungry_0186.wav,7.0,16000,1
Hungry,D1_Hungry_0187.wav,7.0,16000,1
Hungry,D1_Hungry_0188.wav,7.0,16000,1
Hungry,D1_Hungry_0189.wav,7.06,16000,1
Hungry,D1_Hungry_0190.wav,6.68,16000,1
Hungry,D1_Hungry_0191.wav,6.96,16000,1
Hungry,D1_Hungry_0192.wav,6.9,16000,1
Hungry,D1_Hungry_0193.wav,6.94,16000,1
Hungry,D1_Hungry_0194.wav,6.96,16000,1
Hungry,D1_Hungry_0195.wav,6.94,16000,1
Hungry,D1_Hungry_0196.wav,7.0,16000,1
Hungry,D1_Hungry_0197.wav,7.0,16000,1
Hungry,D1_Hungry_0198.wav,7.04,16000,1
Hungry,D1_Hungry_0199.wav,7.06,16000,1
Hungry,D1_Hungry_0200.wav,7.04,16000,1
Hungry,D1_Hungry_0201.wav,6.78,16000,1
Hungry,D1_Hungry_0202.wav,6.92,16000,1
Hungry,D1_Hungry_0203.wav,6.92,16000,1
Hungry,D1_Hungry_0204.wav,6.74,16000,1
Hungry,D1_Hungry_0205.wav,7.0,16000,1
Hungry,D1_Hungry_0206.wav,6.64,16000,1
Hungry,D1_Hungry_0207.wav,6.96,16000,1
Hungry,D1_Hungry_0208.wav,6.94,16000,1
Hungry,D1_Hungry_0209.wav,6.66,16000,1
Hungry,D1_Hungry_0210.wav,6.68,16000,1
Hungry,D1_Hungry_0211.wav,6.66,16000,1
Hungry,D1_Hungry_0212.wav,6.92,16000,1
Hungry,D1_Hungry_0213.wav,6.92,16000,1
Hungry,D1_Hungry_0214.wav,6.92,16000,1
Hungry,D1_Hungry_0215.wav,6.92,16000,1
Hungry,D1_Hungry_0216.wav,6.92,16000,1
Hungry,D1_Hungry_0217.wav,6.96,16000,1
Hungry,D1_Hungry_0218.wav,6.92,16000,1
Hungry,D1_Hungry_0219.wav,6.92,16000,1
Hungry,D1_Hungry_0220.wav,6.94,16000,1
Hungry,D1_Hungry_0221.wav,7.0,16000,1
Hungry,D1_Hungry_0222.wav,7.0,16000,1
Hungry,D1_Hungry_0223.wav,7.0,16000,1
Hungry,D1_Hungry_0224.wav,6.94,16000,1
Hungry,D1_Hungry_0225.wav,7.02,16000,1
Hungry,D1_Hungry_0226.wav,6.78,16000,1
Hungry,D1_Hungry_0227.wav,6.78,16000,1
Hungry,D1_Hungry_0228.wav,7.0,16000,1
Hungry,D1_Hungry_0229.wav,6.72,16000,1
Hungry,D1_Hungry_0230.wav,7.0,16000,1
Hungry,D1_Hungry_0231.wav,6.9,16000,1
Hungry,D1_Hungry_0232.wav,6.9,16000,1
Hungry,D1_Hungry_0233.wav,6.9,16000,1
Hungry,D1_Hungry_0234.wav,6.9,16000,1
Hungry,D1_Hungry_0235.wav,6.54,16000,1
Hungry,D1_Hungry_0236.wav,6.54,16000,1
Hungry,D1_Hungry_0237.wav,7.0,16000,1
Hungry,D1_Hungry_0238.wav,7.0,16000,1
Hungry,D1_Hungry_0239.wav,7.0,16000,1
Hungry,D1_Hungry_0240.wav,7.0,16000,1
